Flight No.,Launch site,Payload,Payload mass,Orbit,Customer,Launch outcome,Version Booster,Booster landing,Date,Time
77,F9 B5,"<td><a href=""/wiki/SpaceX_Dragon_2#In-flight_abort_test"" title=""SpaceX Dragon 2"">Crew Dragon in-flight abort test</a><sup class=""reference"" id=""cite_ref-sn20150702_507-0""><a href=""#cite_note-sn20150702-507"">[495]</a></sup><br/>(Dragon C205.1)
</td>","12,050 kg","<td><a class=""mw-redirect"" href=""/wiki/Sub-orbital"" title=""Sub-orbital"">Sub-orbital</a><sup class=""reference"" id=""cite_ref-508""><a href=""#cite_note-508"">[496]</a></sup>
</td>","<td><a href=""/wiki/NASA"" title=""NASA"">NASA</a> (<a class=""mw-redirect"" href=""/wiki/ISS_Crew_Transportation_Services"" title=""ISS Crew Transportation Services"">CTS</a>)<sup class=""reference"" id=""cite_ref-CCD6_509-0""><a href=""#cite_note-CCD6-509"">[497]</a></sup>
</td>","Success
",F9 B5B1056.3,Success,17 December 2019,00:10
78,F9 B5,"<td><a href=""/wiki/Starlink"" title=""Starlink"">Starlink</a> 3 v1.0 (60 satellites)
</td>","15,600 kg","<td><a href=""/wiki/Low_Earth_orbit"" title=""Low Earth orbit"">LEO</a>
</td>","<td><a href=""/wiki/SpaceX"" title=""SpaceX"">SpaceX</a>
</td>","Success
",F9 B5,Failure,7 January 2020,02:19:21
79,F9 B5,"<td><a href=""/wiki/Starlink"" title=""Starlink"">Starlink</a> 4 v1.0 (60 satellites)
</td>","15,600 kg","<td><a href=""/wiki/Low_Earth_orbit"" title=""Low Earth orbit"">LEO</a>
</td>","<td><a href=""/wiki/SpaceX"" title=""SpaceX"">SpaceX</a>
</td>","Success
",F9 B5,Success,19 January 2020,15:30
80,F9 B5,"<td><a href=""/wiki/SpaceX_CRS-20"" title=""SpaceX CRS-20"">SpaceX CRS-20</a><br/>(Dragon C112.3 ♺)
</td>","1,977 kg","<td><a href=""/wiki/Low_Earth_orbit"" title=""Low Earth orbit"">LEO</a> (<a class=""mw-redirect"" href=""/wiki/ISS"" title=""ISS"">ISS</a>)
</td>","<td><a href=""/wiki/NASA"" title=""NASA"">NASA</a> (<a href=""/wiki/Commercial_Resupply_Services"" title=""Commercial Resupply Services"">CRS</a>)
</td>","Success
",F9 B5,Failure,29 January 2020,14:07
81,F9 B5,"<td><a href=""/wiki/Starlink"" title=""Starlink"">Starlink</a> 5 v1.0 (60 satellites)
</td>","15,600 kg","<td><a href=""/wiki/Low_Earth_orbit"" title=""Low Earth orbit"">LEO</a>
</td>","<td><a href=""/wiki/SpaceX"" title=""SpaceX"">SpaceX</a>
</td>","Success
",F9 B5,Success,17 February 2020,15:05
82,F9 B5,"<td><a href=""/wiki/Starlink"" title=""Starlink"">Starlink</a> 6 v1.0 (60 satellites)
</td>","15,600 kg","<td><a href=""/wiki/Low_Earth_orbit"" title=""Low Earth orbit"">LEO</a>
</td>","<td><a href=""/wiki/SpaceX"" title=""SpaceX"">SpaceX</a>
</td>","Success
",F9 B5,Success,7 March 2020,04:50
83,F9 B5,"<td><a href=""/wiki/Crew_Dragon_Demo-2"" title=""Crew Dragon Demo-2"">Crew Dragon Demo-2</a><sup class=""reference"" id=""cite_ref-nsf20150305_424-1""><a href=""#cite_note-nsf20150305-424"">[414]</a></sup><br/>(<a class=""mw-redirect"" href=""/wiki/SpaceX_Crew_Dragon_Endeavour"" title=""SpaceX Crew Dragon Endeavour"">Crew Dragon C206.1 <i>Endeavour</i></a>)
</td>","12,530 kg","<td><a class=""mw-redirect"" href=""/wiki/Low_Earth_Orbit"" title=""Low Earth Orbit"">LEO</a> (<a class=""mw-redirect"" href=""/wiki/ISS"" title=""ISS"">ISS</a>)
</td>","<td><a href=""/wiki/NASA"" title=""NASA"">NASA</a> (<a class=""mw-redirect"" href=""/wiki/Commercial_Crew_Development"" title=""Commercial Crew Development"">CCDev</a>)
</td>","Success
",F9 B5,Success,18 March 2020,12:16
84,F9 B5,"<td><a href=""/wiki/Starlink"" title=""Starlink"">Starlink</a> 7 v1.0 (60 satellites)
</td>","15,600 kg","<td><a href=""/wiki/Low_Earth_orbit"" title=""Low Earth orbit"">LEO</a>
</td>","<td><a href=""/wiki/SpaceX"" title=""SpaceX"">SpaceX</a>
</td>","Success
",F9 B5,Success,22 April 2020,19:30
85,F9 B5,"<td><a href=""/wiki/Starlink"" title=""Starlink"">Starlink</a> 8 v1.0 (58 satellites),<sup class=""reference"" id=""cite_ref-nsf20200612_536-0""><a href=""#cite_note-nsf20200612-536"">[524]</a></sup><sup class=""reference"" id=""cite_ref-537""><a href=""#cite_note-537"">[525]</a></sup><br/><a href=""/wiki/SkySat"" title=""SkySat"">SkySats</a>-16, -17, -18
</td>","15,410 kg","<td><a href=""/wiki/Low_Earth_orbit"" title=""Low Earth orbit"">LEO</a>
</td>","<td><a href=""/wiki/SpaceX"" title=""SpaceX"">SpaceX</a><br/><a href=""/wiki/Planet_Labs"" title=""Planet Labs"">Planet Labs</a>
</td>","Success
",F9 B5,Success,30 May 2020,19:22
86,F9 B5,"<td><a href=""/wiki/GPS_Block_III"" title=""GPS Block III"">GPS III</a>-<a href=""/wiki/List_of_GPS_satellites"" title=""List of GPS satellites"">03</a> (<i><a href=""/wiki/Matthew_Henson"" title=""Matthew Henson"">Matthew Henson</a></i>)
</td>","4,311 kg","<td><a href=""/wiki/Medium_Earth_orbit"" title=""Medium Earth orbit"">MEO</a>
</td>","<td><a href=""/wiki/United_States_Space_Force"" title=""United States Space Force"">U.S. Space Force</a><sup class=""reference"" id=""cite_ref-clark-20200630_542-1""><a href=""#cite_note-clark-20200630-542"">[530]</a></sup>
</td>","Success
",F9 B5,Success,4 June 2020,01:25
87,F9 B5B1058.2,"<td><a href=""/wiki/ANASIS-II"" title=""ANASIS-II"">ANASIS-II</a>
</td>","5,000–6,000 kg","<td><a href=""/wiki/Geostationary_transfer_orbit"" title=""Geostationary transfer orbit"">GTO</a>
</td>","<td><a href=""/wiki/Republic_of_Korea_Army"" title=""Republic of Korea Army"">Republic of Korea Army</a>
</td>","Success
",F9 B5,Success,13 June 2020,09:21
88,F9 B5,"<td><a href=""/wiki/Starlink"" title=""Starlink"">Starlink</a> 9 v1.0 (57 Satellites),<sup class=""reference"" id=""cite_ref-nsf20200612_536-1""><a href=""#cite_note-nsf20200612-536"">[524]</a></sup><br/><a href=""/wiki/Spaceflight_Industries#BlackSky"" title=""Spaceflight Industries"">SXRS-1 (BlackSky Global 7 and 8)</a>
</td>","14,932 kg","<td><a href=""/wiki/Low_Earth_orbit"" title=""Low Earth orbit"">LEO</a>
</td>","<td><a href=""/wiki/SpaceX"" title=""SpaceX"">SpaceX</a><br/><a href=""/wiki/Spaceflight_Industries"" title=""Spaceflight Industries"">Spaceflight Industries</a> (BlackSky)
</td>","Success
",F9 B5,Success,30 June 2020,20:10:46
89,F9 B5B1049.6,"<td><a href=""/wiki/Starlink"" title=""Starlink"">Starlink</a> 10 v1.0 (58 satellites)<br/><a href=""/wiki/SkySat"" title=""SkySat"">SkySat</a>-19, -20, -21
</td>","~15,440 kg","<td><a href=""/wiki/Low_Earth_orbit"" title=""Low Earth orbit"">LEO</a>
</td>","<td><a href=""/wiki/SpaceX"" title=""SpaceX"">SpaceX</a><br/><a href=""/wiki/Planet_Labs"" title=""Planet Labs"">Planet Labs</a>
</td>","Success
",F9 B5B1058.2,Success,20 July 2020,21:30
90,F9 B5,"<td><a class=""mw-redirect"" href=""/wiki/SAOCOM_1B"" title=""SAOCOM 1B"">SAOCOM 1B</a><sup class=""reference"" id=""cite_ref-skyrocket-saocom1b_568-0""><a href=""#cite_note-skyrocket-saocom1b-568"">[556]</a></sup><br/><a class=""new"" href=""/w/index.php?title=GNOMES_1&amp;action=edit&amp;redlink=1"" title=""GNOMES 1 (page does not exist)"">GNOMES 1</a><sup class=""reference"" id=""cite_ref-skyrocket-saocom1b_568-1""><a href=""#cite_note-skyrocket-saocom1b-568"">[556]</a></sup><br/><a href=""/wiki/Tyvak"" title=""Tyvak"">Tyvak-0172</a><sup class=""reference"" id=""cite_ref-SAOCOM_1B_Mission_569-0""><a href=""#cite_note-SAOCOM_1B_Mission-569"">[557]</a></sup>
</td>","3,130 kg","<td><a href=""/wiki/Sun-synchronous_orbit"" title=""Sun-synchronous orbit"">SSO</a>
</td>","<td><a class=""mw-redirect"" href=""/wiki/CONAE"" title=""CONAE"">CONAE</a><br/><a class=""new"" href=""/w/index.php?title=PlanetIQ&amp;action=edit&amp;redlink=1"" title=""PlanetIQ (page does not exist)"">PlanetIQ</a><br/><a href=""/wiki/Tyvak"" title=""Tyvak"">Tyvak</a>
</td>","Success
",F9 B5,Success,7 August 2020,05:12
91,F9 B5B1060.2,"<td><a href=""/wiki/Starlink"" title=""Starlink"">Starlink</a> 11 v1.0 (60 satellites)
</td>","15,600 kg","<td><a href=""/wiki/Low_Earth_orbit"" title=""Low Earth orbit"">LEO</a>
</td>","<td><a href=""/wiki/SpaceX"" title=""SpaceX"">SpaceX</a>
</td>","Success
",F9 B5B1049.6,Success,18 August 2020,14:31
92,F9 B5B1058.3,"<td><a href=""/wiki/Starlink"" title=""Starlink"">Starlink</a> 12 v1.0 (60 satellites)
</td>","15,600 kg","<td><a href=""/wiki/Low_Earth_orbit"" title=""Low Earth orbit"">LEO</a>
</td>","<td><a href=""/wiki/SpaceX"" title=""SpaceX"">SpaceX</a>
</td>","Success
",F9 B5,Success,30 August 2020,23:18
93,F9 B5B1051.6,"<td><a href=""/wiki/Starlink"" title=""Starlink"">Starlink</a> 13 v1.0 (60 satellites)
</td>","15,600 kg","<td><a href=""/wiki/Low_Earth_orbit"" title=""Low Earth orbit"">LEO</a>
</td>","<td><a href=""/wiki/SpaceX"" title=""SpaceX"">SpaceX</a>
</td>","Success
",F9 B5B1060.2,Success,3 September 2020,12:46:14
94,F9 B5,"<td><a href=""/wiki/Starlink"" title=""Starlink"">Starlink</a> 14 v1.0 (60 satellites)
</td>","15,600 kg","<td><a href=""/wiki/Low_Earth_orbit"" title=""Low Earth orbit"">LEO</a>
</td>","<td><a href=""/wiki/SpaceX"" title=""SpaceX"">SpaceX</a>
</td>","Success
",F9 B5B1058.3,Success,6 October 2020,11:29:34
95,F9 B5,"<td><a href=""/wiki/GPS_Block_III"" title=""GPS Block III"">GPS III</a>-<a href=""/wiki/List_of_GPS_satellites#Planned_launches"" title=""List of GPS satellites"">04</a> (<i><a href=""/wiki/Sacagawea"" title=""Sacagawea"">Sacagawea</a></i>)<sup class=""reference"" id=""cite_ref-GPS_553-1""><a href=""#cite_note-GPS-553"">[541]</a></sup><sup class=""reference"" id=""cite_ref-cr-048-15_585-0""><a href=""#cite_note-cr-048-15-585"">[573]</a></sup>
</td>","4,311 kg","<td><a href=""/wiki/Medium_Earth_orbit"" title=""Medium Earth orbit"">MEO</a>
</td>","<td><a href=""/wiki/United_States_Space_Force"" title=""United States Space Force"">USSF</a>
</td>","Success
",F9 B5B1051.6,Success,18 October 2020,12:25:57
96,F9 B5,"<td><a href=""/wiki/SpaceX_Crew-1"" title=""SpaceX Crew-1"">Crew-1</a><br/>(<a href=""/wiki/Crew_Dragon_Resilience"" title=""Crew Dragon Resilience"">Crew Dragon C207.1 <i>Resilience</i></a>)
</td>","~12,500 kg","<td><a class=""mw-redirect"" href=""/wiki/Low_Earth_Orbit"" title=""Low Earth Orbit"">LEO</a> (<a class=""mw-redirect"" href=""/wiki/ISS"" title=""ISS"">ISS</a>)
</td>","<td><a href=""/wiki/NASA"" title=""NASA"">NASA</a> (<a href=""/wiki/Commercial_Crew_Program"" title=""Commercial Crew Program"">CCP</a>)<sup class=""reference"" id=""cite_ref-CCD6_509-1""><a href=""#cite_note-CCD6-509"">[497]</a></sup>
</td>","Success
",F9 B5,Success,24 October 2020,15:31:34
97,F9 B5,"<td><a class=""mw-redirect"" href=""/wiki/Copernicus_Sentinel-6"" title=""Copernicus Sentinel-6"">Sentinel-6 Michael Freilich (Jason-CS A)</a>
</td>","1,192 kg","<td><a class=""mw-redirect"" href=""/wiki/Low_Earth_Orbit"" title=""Low Earth Orbit"">LEO</a>
</td>","<td><a href=""/wiki/NASA"" title=""NASA"">NASA</a> / <a class=""mw-redirect"" href=""/wiki/NOAA"" title=""NOAA"">NOAA</a> / <a class=""mw-redirect"" href=""/wiki/ESA"" title=""ESA"">ESA</a> / <a class=""mw-redirect"" href=""/wiki/EUMETSAT"" title=""EUMETSAT"">EUMETSAT</a>
</td>","Success
",F9 B5,Success,5 November 2020,23:24:23
98,F9 B5 ♺,"<td><a href=""/wiki/Starlink"" title=""Starlink"">Starlink</a> 15 v1.0 (60 satellites)
</td>","15,600 kg","<td><a href=""/wiki/Low_Earth_orbit"" title=""Low Earth orbit"">LEO</a>
</td>","<td><a href=""/wiki/SpaceX"" title=""SpaceX"">SpaceX</a>
</td>","Success
",F9 B5,Success,16 November 2020,00:27
99,F9 B5 ♺,"<td><a href=""/wiki/SpaceX_CRS-21"" title=""SpaceX CRS-21"">SpaceX CRS-21</a><br/>(Dragon C208.1)
</td>","2,972 kg","<td><a class=""mw-redirect"" href=""/wiki/Low_Earth_Orbit"" title=""Low Earth Orbit"">LEO</a> (<a class=""mw-redirect"" href=""/wiki/ISS"" title=""ISS"">ISS</a>)
</td>","<td><a href=""/wiki/NASA"" title=""NASA"">NASA</a> (<a href=""/wiki/Commercial_Resupply_Services"" title=""Commercial Resupply Services"">CRS</a>)
</td>","Success
",F9 B5,Success,21 November 2020,17:17:08
100,F9 B5 ♺,"<td><a href=""/wiki/Sirius_XM"" title=""Sirius XM"">SXM-7</a>
</td>","7,000 kg","<td><a href=""/wiki/Geostationary_transfer_orbit"" title=""Geostationary transfer orbit"">GTO</a>
</td>","<td><a href=""/wiki/Sirius_XM"" title=""Sirius XM"">Sirius XM</a>
</td>","Success
",F9 B5 ♺,Success,25 November 2020,02:13
101,F9 B5 ♺,"<td><a href=""/wiki/List_of_NRO_launches"" title=""List of NRO launches"">NROL-108</a>
</td>",C,"<td><a href=""/wiki/Low_Earth_orbit"" title=""Low Earth orbit"">LEO</a>
</td>","<td><a href=""/wiki/National_Reconnaissance_Office"" title=""National Reconnaissance Office"">NRO</a>
</td>","Success
",F9 B5 ♺,Success,6 December 2020,16:17:08
102,F9 B5,"<td><a href=""/wiki/T%C3%BCrksat_5A"" title=""Türksat 5A"">Türksat 5A</a><sup class=""reference"" id=""cite_ref-turk5a_617-0""><a href=""#cite_note-turk5a-617"">[605]</a></sup>
</td>","3,500 kg","<td><a href=""/wiki/Geostationary_transfer_orbit"" title=""Geostationary transfer orbit"">GTO</a>
</td>","<td><a href=""/wiki/T%C3%BCrksat_(company)"" title=""Türksat (company)"">Türksat</a>
</td>","Success
",F9 B5 ♺,Success,13 December 2020,17:30:00
103,F9 B5B1051.8,"<td><a href=""/wiki/Starlink"" title=""Starlink"">Starlink</a> 16 v1.0 (60 satellites)
</td>","15,600 kg","<td><a href=""/wiki/Low_Earth_orbit"" title=""Low Earth orbit"">LEO</a>
</td>","<td><a href=""/wiki/SpaceX"" title=""SpaceX"">SpaceX</a>
</td>","Success
",F9 B5 ♺,Success,19 December 2020,14:00:00
104,F9 B5B1058.5,"<td><i><a class=""new"" href=""/w/index.php?title=Transporter-1&amp;action=edit&amp;redlink=1"" title=""Transporter-1 (page does not exist)"">Transporter-1</a></i> (<a href=""/wiki/List_of_spaceflight_launches_in_January%E2%80%93June_2021#SpXTransporter1"" title=""List of spaceflight launches in January–June 2021"">143 smallsat rideshare</a>)
</td>","~5,000 kg","<td><a href=""/wiki/Sun-synchronous_orbit"" title=""Sun-synchronous orbit"">SSO</a>
</td>","<td>Various
</td>","Success
",F9 B5,Success,8 January 2021,02:15
105,F9 B5 ♺,"<td><a href=""/wiki/Starlink"" title=""Starlink"">Starlink</a> 18 v1.0 (60 satellites)
</td>","15,600 kg","<td><a href=""/wiki/Low_Earth_orbit"" title=""Low Earth orbit"">LEO</a>
</td>","<td><a href=""/wiki/SpaceX"" title=""SpaceX"">SpaceX</a>
</td>","Success
",F9 B5B1051.8,Failure,20 January 2021,13:02
106,F9 B5 ♺,"<td><a href=""/wiki/Starlink"" title=""Starlink"">Starlink</a> 19 v1.0 (60 satellites)<sup class=""reference"" id=""cite_ref-nextSL19_639-0""><a href=""#cite_note-nextSL19-639"">[627]</a></sup>
</td>","15,600 kg","<td><a href=""/wiki/Low_Earth_orbit"" title=""Low Earth orbit"">LEO</a>
</td>","<td><a href=""/wiki/SpaceX"" title=""SpaceX"">SpaceX</a>
</td>","Success
",F9 B5B1058.5,Success,24 January 2021,15:00
107,F9 B5 ♺,"<td><a href=""/wiki/Starlink"" title=""Starlink"">Starlink</a> 17 v1.0 (60 satellites)
</td>","15,600 kg","<td><a href=""/wiki/Low_Earth_orbit"" title=""Low Earth orbit"">LEO</a>
</td>","<td><a href=""/wiki/SpaceX"" title=""SpaceX"">SpaceX</a>
</td>","Success
",F9 B5 ♺,Success,4 February 2021,06:19
108,F9 B5 ♺,"<td><a href=""/wiki/Starlink"" title=""Starlink"">Starlink</a> 20 v1.0 (60 satellites)
</td>","15,600 kg","<td><a href=""/wiki/Low_Earth_orbit"" title=""Low Earth orbit"">LEO</a>
</td>","<td><a href=""/wiki/SpaceX"" title=""SpaceX"">SpaceX</a>
</td>","Success
",F9 B5 ♺,Success,16 February 2021,03:59:37
109,F9 B5 ♺,"<td><a href=""/wiki/Starlink"" title=""Starlink"">Starlink</a> 21 v1.0 (60 satellites)
</td>","15,600 kg","<td><a href=""/wiki/Low_Earth_orbit"" title=""Low Earth orbit"">LEO</a>
</td>","<td><a href=""/wiki/SpaceX"" title=""SpaceX"">SpaceX</a>
</td>","Success
",F9 B5 ♺,Success,4 March 2021,08:24
110,F9 B5B1060.6,"<td><a href=""/wiki/Starlink"" title=""Starlink"">Starlink</a> 22 v1.0 (60 satellites)
</td>","15,600 kg","<td><a href=""/wiki/Low_Earth_orbit"" title=""Low Earth orbit"">LEO</a>
</td>","<td><a href=""/wiki/SpaceX"" title=""SpaceX"">SpaceX</a>
</td>","Success
",F9 B5 ♺,Success,11 March 2021,08:13:29
111,F9 B5 ♺,"<td><a href=""/wiki/Starlink"" title=""Starlink"">Starlink</a> 23 v1.0 (60 satellites)
</td>","15,600 kg","<td><a href=""/wiki/Low_Earth_orbit"" title=""Low Earth orbit"">LEO</a>
</td>","<td><a href=""/wiki/SpaceX"" title=""SpaceX"">SpaceX</a>
</td>","Success
",F9 B5 ♺,Success,14 March 2021,10:01
112,F9 B5B1061.2,"<td><a href=""/wiki/SpaceX_Crew-2"" title=""SpaceX Crew-2"">Crew-2</a><br/>(<a class=""mw-redirect"" href=""/wiki/SpaceX_Crew_Dragon_Endeavour"" title=""SpaceX Crew Dragon Endeavour"">Crew Dragon C206.2 <i>Endeavour</i></a> ♺)
</td>","~13,000 kg","<td><a class=""mw-redirect"" href=""/wiki/Low_Earth_Orbit"" title=""Low Earth Orbit"">LEO</a> (<a class=""mw-redirect"" href=""/wiki/ISS"" title=""ISS"">ISS</a>)
</td>","<td><a href=""/wiki/NASA"" title=""NASA"">NASA</a> (<a class=""mw-redirect"" href=""/wiki/ISS_Crew_Transportation_Services"" title=""ISS Crew Transportation Services"">CTS</a>)<sup class=""reference"" id=""cite_ref-CCD6_509-2""><a href=""#cite_note-CCD6-509"">[497]</a></sup>
</td>","Success
",F9 B5B1060.6,Success,24 March 2021,08:28
113,F9 B5B1060.7,"<td><a href=""/wiki/Starlink"" title=""Starlink"">Starlink</a> 24 v1.0 (60 satellites)
</td>","15,600 kg","<td><a href=""/wiki/Low_Earth_orbit"" title=""Low Earth orbit"">LEO</a>
</td>","<td><a href=""/wiki/SpaceX"" title=""SpaceX"">SpaceX</a>
</td>","Success
",F9 B5 ♺,Success,7 April 2021,16:34
114,F9 B5B1049.9,"<td><a href=""/wiki/Starlink"" title=""Starlink"">Starlink</a> 25 v1.0 (60 satellites)
</td>","15,600 kg","<td><a href=""/wiki/Low_Earth_orbit"" title=""Low Earth orbit"">LEO</a>
</td>","<td><a href=""/wiki/SpaceX"" title=""SpaceX"">SpaceX</a>
</td>","Success
",F9 B5B1061.2,Success,23 April 2021,9:49
115,F9 B5B1051.10,"<td><a href=""/wiki/Starlink"" title=""Starlink"">Starlink</a> 27 v1.0 (60 satellites)
</td>","15,600 kg","<td><a href=""/wiki/Low_Earth_orbit"" title=""Low Earth orbit"">LEO</a>
</td>","<td><a href=""/wiki/SpaceX"" title=""SpaceX"">SpaceX</a>
</td>","Success
",F9 B5B1060.7,Success,29 April 2021,03:44
116,F9 B5B1058.8,"<td><a href=""/wiki/Starlink"" title=""Starlink"">Starlink</a> 26 v1.0 (52 Satellites)<br/> <a href=""/wiki/Capella_Space"" title=""Capella Space"">Capella</a>-6 &amp;<a href=""/wiki/Tyvak"" title=""Tyvak"">Tyvak</a>-0130<sup class=""reference"" id=""cite_ref-674""><a href=""#cite_note-674"">[662]</a></sup>
</td>","~14,000 kg","<td><a href=""/wiki/Low_Earth_orbit"" title=""Low Earth orbit"">LEO</a>
</td>","<td><a href=""/wiki/SpaceX"" title=""SpaceX"">SpaceX</a><br/> <a href=""/wiki/Capella_Space"" title=""Capella Space"">Capella Space</a> and <a href=""/wiki/Tyvak"" title=""Tyvak"">Tyvak</a>
</td>","Success
",F9 B5B1049.9,Success,4 May 2021,19:01
117,F9 B5B1063.2,"<td><a href=""/wiki/Starlink"" title=""Starlink"">Starlink</a> 28 v1.0 (60 Satellites)<sup class=""reference"" id=""cite_ref-NSFSl28_677-2""><a href=""#cite_note-NSFSl28-677"">[665]</a></sup>
</td>","15,600 kg","<td><a href=""/wiki/Low_Earth_orbit"" title=""Low Earth orbit"">LEO</a>
</td>","<td><a href=""/wiki/SpaceX"" title=""SpaceX"">SpaceX</a>
</td>","Success
",F9 B5B1051.10,Success,9 May 2021,06:42
118,F9 B5B1067.1,"<td><a href=""/wiki/SpaceX_CRS-22"" title=""SpaceX CRS-22"">SpaceX CRS-22</a><br/>(<a href=""/wiki/Cargo_Dragon_C209"" title=""Cargo Dragon C209"">Dragon C209.1</a>)
</td>","3,328 kg","<td><a class=""mw-redirect"" href=""/wiki/Low_Earth_Orbit"" title=""Low Earth Orbit"">LEO</a> (<a class=""mw-redirect"" href=""/wiki/ISS"" title=""ISS"">ISS</a>)
</td>","<td><a href=""/wiki/NASA"" title=""NASA"">NASA</a> (<a href=""/wiki/Commercial_Resupply_Services"" title=""Commercial Resupply Services"">CRS</a>)
</td>","Success
",F9 B5B1058.8,Success,15 May 2021,22:56
119,F9 B5,"<td><a href=""/wiki/Sirius_XM#Satellites"" title=""Sirius XM"">SXM-8</a><sup class=""reference"" id=""cite_ref-spacex_manifest_686-0""><a href=""#cite_note-spacex_manifest-686"">[674]</a></sup>
</td>","7,000 kg","<td><a href=""/wiki/Geostationary_transfer_orbit"" title=""Geostationary transfer orbit"">GTO</a>
</td>","<td><a href=""/wiki/Sirius_XM"" title=""Sirius XM"">Sirius XM</a>
</td>","Success
",F9 B5B1063.2,0,26 May 2021,18:59
120,0,0,0,0,0,0,F9 B5B1067.1,0,3 June 2021,17:29
121,0,0,0,0,0,0,F9 B5,0,6 June 2021,04:26
1,"<td><a href=""/wiki/Cape_Canaveral_Space_Force_Station"" title=""Cape Canaveral Space Force Station"">CCAFS</a>,<br/><a href=""/wiki/Cape_Canaveral_Space_Launch_Complex_40"" title=""Cape Canaveral Space Launch Complex 40"">SLC-40</a>
</td>","<td><a href=""/wiki/Dragon_Spacecraft_Qualification_Unit"" title=""Dragon Spacecraft Qualification Unit"">Dragon Spacecraft Qualification Unit</a>
</td>",0,"<td><a href=""/wiki/Low_Earth_orbit"" title=""Low Earth orbit"">LEO</a>
</td>","<td><a href=""/wiki/SpaceX"" title=""SpaceX"">SpaceX</a>
</td>","Success
",F9 v1.0B0003.1,Failure,4 June 2010,18:45
2,"<td><a href=""/wiki/Cape_Canaveral_Space_Force_Station"" title=""Cape Canaveral Space Force Station"">CCAFS</a>,<br/><a href=""/wiki/Cape_Canaveral_Space_Launch_Complex_40"" title=""Cape Canaveral Space Launch Complex 40"">SLC-40</a>
</td>","<td><a href=""/wiki/SpaceX_Dragon"" title=""SpaceX Dragon"">Dragon</a> <a class=""mw-redirect"" href=""/wiki/COTS_Demo_Flight_1"" title=""COTS Demo Flight 1"">demo flight C1</a><br/>(Dragon C101)
</td>",0,"<td><a href=""/wiki/Low_Earth_orbit"" title=""Low Earth orbit"">LEO</a> (<a href=""/wiki/International_Space_Station"" title=""International Space Station"">ISS</a>)
</td>","<td><div class=""plainlist"">
<ul><li><a href=""/wiki/NASA"" title=""NASA"">NASA</a> (<a href=""/wiki/Commercial_Orbital_Transportation_Services"" title=""Commercial Orbital Transportation Services"">COTS</a>)</li>
<li><a href=""/wiki/National_Reconnaissance_Office"" title=""National Reconnaissance Office"">NRO</a></li></ul>
</div>
</td>",Success,F9 v1.0B0004.1,Failure,8 December 2010,15:43
